query,title,reviews,relevancia,price,boughtInLastMonth
3,Um par perfeito (Dinastia dos Duques),5242,4,0.0,0
3,Sempre foi você (A agência),12,3,0.0,0
3,Enemies With Benefits: An Enemies-to-Lovers Romance (Loveless Brothers Romance Book 1) (English Edition),8879,4,0.0,0
3,Wes e Liz na estrada: Capitulo extra Melhor do que nos filmes,2032,4,0.0,0
3,O vizinho da Srta. Rose (Os excêntricos Livro 5),69,4,0.0,0
3,Se Ela Soubesse (Um Enigma Kate Wise—Livro 1),1817,4,0.0,0
3,O cupcake da discórdia: Conto de romance contemporâneo,1115,4,0.0,0
3,A Esposa Perfeita (Um Thriller Psicológico De Jessie Hunt — Livro 1),1783,4,0.0,0
3,Os Miseráveis,1586,4,0.0,0
3,Se o medo tivesse um som,530,4,0.0,0
3,Mulheres que inspiram,6006,4,0.0,0
3,DUOLOGIA IMPERATRIZ DO TRÁFICO,2,5,0.0,0
3,A Porta no Muro,9422,4,0.0,0
3,Memórias Póstumas de Brás Cubas (Prazer de Ler),13775,4,0.0,0
3,Primeiro e Único,0,0,0.0,0
3,O passado da Srta. Lydia (Os excêntricos Livro 1.5),668,4,0.0,0
3,"Na superfície: Entre destino e escolhas, uma paixão arrebatadora.",4482,4,0.0,0
3,Elden Ring: O caminho para Térvore - Capítulo 1,2481,4,0.0,0
3,O príncipe (A Seleção),7704,4,0.0,0
3,O caso da governanta (Os excêntricos Livro 0),1289,4,0.0,0
3,Filosofia do Vazio,1842,4,0.0,0
3,50 Pinturas Essenciais para Conhecer a História da Arte Vol: 1,128,4,0.0,0
3,As viagens de Gulliver,1510,4,0.0,0
3,Plantas Medicinais,6704,4,0.0,0
3,Laços Inquebráveis,184,4,0.0,0
3,A Pequena Lagarta,4177,4,0.0,0
3,Um jogo de gato e rato: Capítulo extra de Lendários,94,4,0.0,0
3,Capture-me,2730,4,0.0,0
3,Elden Ring: O caminho para Térvore - Capítulo 2,1993,4,0.0,0
3,Um Trono para Irmãs (Livro N. 1),2200,4,0.0,0
3,Agora e Para Sempre (A Pousada em Sunset Harbor—Livro 1),7651,4,0.0,0
3,"Kama Sutra, 60 posições",2247,3,0.0,0
3,"Kalciferum: Demônios, Bruxas e Vagantes",5280,4,0.0,0
3,"""Sou Puta, Doutor"": Um Livro de Yuri Marques Peçanha",3012,4,0.0,0
3,The Complete Anne of Green Gables Collection (English Edition),1014,4,0.0,0
3,Iracema (Prazer de Ler),6698,4,0.0,0
3,Os sertões,8506,4,0.0,0
3,A Ascensão dos Dragões (Reis e Feiticeiros - Livro 1),4144,4,0.0,0
3,Tecnologias Educacionais e Autismo: Variáveis que interferem no processo de ensino e aprendizagem,653,4,0.0,0
3,"O Martelo das Feiticeiras (Demônios, Bruxas e Vagantes Livro 2)",3425,4,0.0,0
3,As Damas de Afrodite,288,4,0.0,0
3,Lapso,104,4,0.0,0
3,Rua 7: Uma noite de Halloween,80,4,0.0,0
3,Senhora (Prazer de Ler),5045,4,0.0,0
3,Contos Folclóricos Africanos Vol.1,1619,4,0.0,0
3,Constituição da República Federativa do Brasil,5058,4,0.0,0
3,Sem Pistas (um Mistério de Riley Paige –Livro 1),4411,4,0.0,0
3,A Pianista,6724,4,0.0,0
3,A arte da guerra para mulheres cristãs,582,4,0.0,0
3,O Início do Feminismo no Brasil,329,4,0.0,0
3,Crônicas do Japão,1626,4,0.0,0
3,"Qualquer pessoa pode desenhar gatos: Tutorial de desenho passo-a-passo fácil para crianças, adolescentes e iniciantes. Como aprender a desenhar gatos. Livro 1 (Guia do aspirante a artista)",806,4,0.0,0
3,Ventos e Ovo Cru (Amor Melancólico),4,3,0.0,0
3,Uma Proposta Indecente de Natal,214,4,0.0,0
3,A Espera,6282,4,0.0,0
3,Amor Como Este (Crônicas Românticas—Livro 1),2425,4,0.0,0
3,Triste Fim de Policarpo Quaresma (Prazer de Ler),8042,4,0.0,0
3,"ENTRE UM BEBÊ, PERFUME E CUPCAKE: INSPIRADO EM BLANK SPACE DE TAYLOR SWIFT",0,0,0.0,0
3,Transtorno de déficit de atenção/ hiperatividade: diagnóstico da prática pedagógica,3644,4,0.0,0
3,Flirting with the Playboy: A Workplace Romantic Comedy (Harbor Highlands Series) (English Edition),388,3,0.0,0
3,"O príncipe, com prefácio de Paulo Vieira",7522,4,0.0,0
3,"Perda de Peso Saudável: Queime a Gordura em 21 Dias: Perca Peso Rapidamente Com Alimentos Saudáveis, Detox Do Fígado, Dieta, Nutrição & Medicina Natural (Cure seu Corpo Cure sua Mente Livro 3)",562,4,0.0,0
3,Guia financeiro para quem mora sozinho: 32 dicas infalíveis para economizar em carreira solo (Finanças Pessoais Livro 5),282,4,0.0,0
3,As bases do desenho : rostos e personagens,1931,4,0.0,0
3,Alimentação saudável: mais cor e sabor no seu prato,3084,4,0.0,0
3,Louis e Noémie: Um (a)caso de amor em Paris,2281,4,0.0,0
3,Macunaíma: O herói sem nenhum caráter (Prazer de Ler),6806,4,0.0,0
3,Eça de Queirós: Obras Completas,716,4,0.0,0
3,Casamento Hathaway: Um conto (Os Hathaways),4475,4,0.0,0
3,Razão Para Matar (Um mistério de Avery Black – Livro 1),2290,4,0.0,0
3,"Opposites Attract: An Enemies to Lovers, Neighbors to Lovers Romantic Comedy (First Comes Love Book 1) (English Edition)",5849,4,0.0,0
3,Snowflakes and Sparks: A Feel-Good Christmas Romantic Comedy (Old Pine Cove Book 1) (English Edition),2142,4,0.0,0
3,Nintendo Blast Ano 1: Edições 1 a 12 (Coleção Revista N-Blast),343,4,0.0,0
3,As Roupas Fazem as Pessoas,765,4,0.0,0
3,Manual de Pães Caseiros,3926,4,0.0,0
3,A Noiva da Caveira e outras histórias antigas,2129,4,0.0,0
3,"Boa Noite, Zoológico",1852,4,0.0,0
3,Resident Level: A Noite dos Mortos-Vivos,12,4,0.0,0
3,Instacrush: A Surprise Pregnancy Hockey Romance (Rookie Rebels) (English Edition),1798,4,0.0,0
3,Literaturas da floresta: textos amazônicos e cultura latino-americana,1969,4,0.0,0
3,How to Choose a Guy in 10 Days (Chick Flick Club Book 1) (English Edition),2561,4,0.0,0
3,Alice's Adventures in Wonderland (AmazonClassics Edition) (English Edition),23774,4,0.0,0
3,A casa de vidro (As Estações Livro 1),3715,4,0.0,0
3,Contos Folclóricos Africanos Vol.2,917,4,0.0,0
3,A Guerreira Em Mim,31,4,0.0,0
4,Refletor Led Holofote Verde Bivolt 100w Completo,13,4,34.0,0
4,"Lavadora Alta Pressão, Karcher, K 330, 220V",247,4,1320.0,0
4,Cobertura para piscina Bestway Frame Pool Cover 4678 litros,4356,4,94.89,0
4,Torneira Para Jardim E Tanque Com Adaptador De Mangueira Max Deca Cromado,16,4,211.91,0
4,Esguicho Pistola P/mangueira 8 Jatos C/Reservatório P/sabão,0,0,62.9,0
4,Kit Com 5 Formas Plástica Para Bloquete Sextavado 08cm H8-25x25x08,1,1,109.42,0
4,"Pulverizador Top Garden Amarelo 1,5 litros",17,5,49.85,0
4,Peneira Intex,5449,4,38.89,0
4,ASPERSOR ROTOR PARA IRRIGAÇÃO 4 POLEGADAS 5004 PLUS RAIN BIRD,3,5,105.9,0
4,"Tramontina Enxada Larga 2.5, Sem Cabo",20,4,44.08,0
4,Carretel para Roçadeira Original Husqvarna T35 M10,99,4,93.8,0
4,Mangueira Jardim Trançada Poliflex Resistente e Flexível 50m,0,0,156.71,0
4,Medidor de Umidade do Solo Minipa MV-331,0,0,74.33,0
4,"Guarda Sol Caribe 180Cm, Nautika",16,3,99.56,0
4,Chusui Purificador de piscina de energia solar Ionizador de piscina solar Água de piscina Inibição de algas Processador de água sem cloro ZL,4,3,241.59,0
4,GUARDA-SOL DE ALUMÍNIO 1.60M 8 VARETAS - TECIDO BAGUM (branco),3,5,180.0,0
4,"Vonder, Aparador De Grama Agv 1000, 1.000 W, 127 V~.",1,5,322.02,0
4,Assento Para Cadeira Futon 40x40 Cm - Rosa Pink,53,4,15.99,0
4,Vaso De Polietileno Jardineira De Planta Floreira Jardim N0 - Bege,1,5,33.9,0
4,Ilha Melancia Intex,3404,4,229.0,0
4,"Tramontina Ancinho Metálico Estampado, 16 Dentes, Sem Cabo",14,4,19.9,0
4,"Óleo De Nim - Repelente de Pragas para Plantas, Flores, Frutas E Hortaliças 100ml",1,5,19.9,0
4,Fertilizante Forth cobre 500 ml,0,0,47.99,0
4,Colhedor De Frutas Vonder Vonder,78,4,36.5,0
4,Esguicho Para Mangueira Pistola Com 2 Engates Esguicho Pistola Plástico 2 Engates Premium Vaceli,0,0,70.97,0
4,Jogo para Churrasco de Inox Polywood 3 Peças - Tramontina,64,4,176.27,0
4,Estwing Cunha Para Rachar Lenha E-5 2 30 Kg Azul,4654,4,241.23,0
4,Regador FG Import Top Garden Laranja,22,4,26.9,0
4,KIT 12UN GOTEJADOR IRRIGADOR PARA PLANTAS ACOPLÁVEL GARRAFA PET,3,4,38.06,0
4,Mangueira Trancada 3/4' Vd Rolo C/ 30M Force Line,52,4,196.4,0
4,Aparador de Grama Master AT-1800 1800W 127V,13,4,328.07,0
4,EXTENSAO CROMADA 1/2' MEDIA ZAMAC GARDEN,25,4,25.0,0
4,"MacHado Lenhador 3,5 Lb, sem Cabo, Vonder",3,5,76.98,0
4,Tramontina CASCA PINUS G 1KG,64,4,30.0,0
4,"HEITIGN Luzes de convés solares, luzes de degraus solares LED, luzes de degraus solares ao ar livre, luzes solares LED à prova d'água luz branca quente para escadas ao ar livre, cerca, quintal, caminhos, 8 peças",0,0,104.29,0
4,Piscina inflável Fast Set de 2300 litros Bestway,2900,4,242.63,0
4,Ancinho Sem Cabo Com 16 Dentes Nove54 Vonder,10,4,30.22,0
4,"Sokg Bocal de mangueira de latão de alta pressão para carro ou jardim, pulverizador de água ajustável de pulverização a jato a jato",11,3,39.99,0
4,Minelab Detector de metais Equinox 800 com bobina impermeável EQX de 28 cm Double-D,942,4,6199.0,0
4,Botijão Térmico 12 Litros Preto 101487120105 Invicta,9,4,136.9,0
4,Kit Enxada Rotativa Capinadeira 28mm 6x6mm + Lâmina Arado Cultivador para Roçadeiras Stihl,0,0,315.9,0
4,"AVANT 181550572 Balizador Led, Elegance, Ip65, 2 W, Am3000 K, Bivolt, Luz Amarela",1,5,33.63,0
4,LAURINDO'S Churrasqueira Portátil Com 2 Grelhas a Carvão com Tampa a Bafo Inox - Altura Ajustavél - Espetinho a Bafo,1,2,294.7,0
4,10 Embalagens Vasos Plantas Mudas 10 Litros Plástico Preto,1,4,63.77,0
4,"Capa Lona Piscina Cobrir Proteção Folha Sob Medida 6,5 x 3,5",0,0,349.97,0
4,Bomba De Calor Nautilus Terma Max 3 50.001 Btu Terma Nautilus,1,5,14999.99,0
4,"MANGUEIRA JARDIM FLEX ESPECIAL LISTRADA EM PVC, SEM ENGATES, COM 15 METROS",0,0,50.64,0
4,"Conj 2 Unids - Espeto Spot Solar Abs 10 Lm, 6000 K",4,3,109.0,0
4,"Tesoura para poda 8. 1/2"" VONDER",180,4,54.22,0
4,"Vonder, Motosserra, Bateria Intercambiável 18 V, Sem Bateria E Sem Carregador, Imsv 1833.",2,5,459.91,0
4,"Guarda-Sol Bel Fix 160x160cm - Modelo variado, 1 unidade",175,4,147.1,0
4,Enxada Tram.2,18,4,50.66,0
4,Semente Jiló Comprido Grande Rio - Feltrin,0,0,9.9,0
4,Ralo De Fundo Piscina Dreno De Fibra Tubo 50 Mm Encaixe,0,0,24.7,0
4,Vaso Tramontina Grego em Polietileno Terracota 50 cm,6,4,179.0,0
4,Suporte Para Enrolar Mangueira de jardim Fixo Preto,4,3,34.9,0
4,KIT 3 LED PARA PISCINA SMD RGB 95MM 18 LÂMP + MÓDULO E FONTE,0,0,289.0,0
4,"Tesoura para Poda, Nove 54, 8.1/2""",17,4,30.0,0
4,Bomba Lavadora Eletrobomba Universal 220v,6,4,69.9,0
4,Refletor Led 100w Luz Branco Frio 6500k Iluminações Externas Sendo Residenciais Empresariais Comerciais Prova Dágua Ip66,0,0,0.0,0
4,KIT JARDIM SANTENO 15 METROS VERDE,5,4,32.53,0
4,"Sofá Para Varanda, Jogo Área Externa, Varanda, Jardim Móveis (Argila)",10,4,1295.0,0
4,Churrasqueira a Bafo Barbacoa,58,4,537.02,0
4,Piscinas Lazer com Cobertura Intex 295 L,3234,4,244.53,0
4,Muda de Louro Tempero,0,0,48.56,0
4,Kit Conexões Mangueira Irrigação Santeno 7 Peças,3,3,123.61,0
4,Weber 7110 Bonnet Cover Q1000/100,5662,4,149.53,0
4,"Vonder, Engate Rápido Para Mangueira 1/2"", Passagem Livre.",62,4,20.42,0
4,Jogo para Churrasco 4 Peças Tramontina Castanho,76,4,87.35,0
4,CHURRASQUEIRA ELETRICA ROT. VITTA SMART 3 ESPETOS - 220V - ARKE,34,4,979.9,0
4,Fertilizante Bio Bloom 1 Litro Biobizz,0,0,186.38,0
4,TORN. JARDIM 1128 RUSTIC 1/2 X 3/4 CHAVETA,18,4,22.52,0
4,Vaso Lattice Esfera 34 Japi Lattice Esfera Cafe,184,4,72.38,0
4,Esguicho ALG Bico Curto Regulável para Mangueira Alta Pressão - 2602,24,3,0.0,0
4,Pernilongo Killer Mata Mosquito 360 Graus Inseto Led Usb Led,162,2,39.98,0
4,Estaca de Fibra de Coco P/Trepadeiras 5x5x40cm,5,4,25.68,0
4,PortoKoll – Rejuntamento PortoKoll PREMIUM Epoxi Piscina Branco – Efeito rápido – Aplicação fácil – 1 balde x 1KG,13,4,82.95,0
4,"Bomba D'agua Auto Aspirante 1,0 Cv Bivolt Wdm Monofásico",0,0,699.0,0
4,"Conjunto Utilitensil da UST com utensílios multifuncionais de aço inoxidável e estojo de transporte para suas necessidades de acampamento, mochila ou emergência ao ar livre",614,4,75.9,0
4,Cromo Forte Capa De Banco Biz 125 Ks/Es/Biz + 125 2006 A 2010 Preto,18,3,28.41,0
4,Ancinho Com Cabo 14 Dentes,6,4,0.0,0
4,"Vonder, Irrigador Plástico Tipo Espiga.",26,4,34.47,0
4,Cabeçote Alumínio Lavadora Karcher K2 Nova K2 Black Power,0,0,70.0,0
4,Kit Churrasco Grand Chef (7 Peças) FIX-UD 3601,195,4,0.0,0
4,"Vasart Verona R.0200.060.045.05 Vaso de Flores, Camurça, 60x45cm",99,4,184.99,0
4,Pulverizador Manual Costal 16 Litros Jacto XP16,24,4,307.0,0
4,"Nite Ize Laço de engrenagem, laço de borracha reutilizável original com laço integrado resistente, 45,7 cm, laranja brilhante, pacote com 2, feito nos EUA",1594,4,51.69,0
4,"Vasart Quadrado Prato, Granito Areia, 25x3cm, 1 Unidad",22,4,35.51,0
4,Vaso de Feltro 15 Litros - King Pot (Preto),1,4,24.9,0
4,Capa p/ Piscina Retangular (3.00m X 2.00m),22131,4,99.99,0
4,"Piscina Borda Inflável 1000 Litros, Importway",3,3,135.9,0
4,Jogo de Facas para Churrasco em Inox 3 Peças,0,0,44.01,0
4,2 Pino / Bico Regador De Plantas Por Gotejamento Garrafa Pet,18,2,15.9,0
4,Ionizador Solar P Piscina 80m3 (sua Piscina Sem Quimica),0,0,285.09,0
4,"Vasart Orquidea Vaso de Flores, Malva Vintage, 15x16cm, 1 Unidad",118,4,22.93,0
4,Luminária Spot Solar Espeto de Jardim Potente 12h Refletor Luz Amarela Branco Quente 3000K LED 1 Ano Garantia PopSpot,2,5,149.9,0
4,Suporte para mangueira 6mm branco Cód. 4278,16,4,38.5,0
4,Uonlytech 4 Peças Luzes Subaquáticas Para Piscina LED Luz Para Piscina Luzes De Chá Aquário Luzes LED À Prova D'Água Luz De Chá Rgb Lagoa Luzes LED Floral Vaso Luz Luzes Subaquáticas,0,0,104.43,0
4,"Cuisinart Acessório para churrasqueira CIT-702 XL, espátula de hambúrguer grande",240,4,135.1,0
4,Banheira Circular Inflável 28L - Mor,25,3,24.99,0
